sentence;arg1;rel;arg2;gold;pred;score;pattern_ud;subj_deprel;obj_deprel
Sassou também venceu a seguinte eleição presidencial em julho de 2009.;Sassou;também venceu;a seguinte eleição presidencial em julho de 2009;1;0;0.0;unknown;;
Na constituição russa, o primeiro ministro é em a verdade intitulado Presidente de o governo, enquanto o primeiro ministro irlandês é chamado Taoiseach (que é traduzido para inglês como primeiro ministro), e em Israel ele é Rosh HaMemshalah, que significa chefe de o governo.;o primeiro ministro;Em é intitulado;a constituição russa;0;1;;aux:pass;nsubj:pass;obl
Na constituição russa, o primeiro ministro é em a verdade intitulado Presidente de o governo, enquanto o primeiro ministro irlandês é chamado Taoiseach (que é traduzido para inglês como primeiro ministro), e em Israel ele é Rosh HaMemshalah, que significa chefe de o governo.;o primeiro ministro;é intitulado;Presidente;0;1;;verb+xcomp;nsubj:pass;xcomp
Na constituição russa, o primeiro ministro é em a verdade intitulado Presidente de o governo, enquanto o primeiro ministro irlandês é chamado Taoiseach (que é traduzido para inglês como primeiro ministro), e em Israel ele é Rosh HaMemshalah, que significa chefe de o governo.;o primeiro ministro irlandês;é;chamado Taoiseach;1;0;0.0;unknown;;
Na constituição russa, o primeiro ministro é em a verdade intitulado Presidente de o governo, enquanto o primeiro ministro irlandês é chamado Taoiseach (que é traduzido para inglês como primeiro ministro), e em Israel ele é Rosh HaMemshalah, que significa chefe de o governo.;o primeiro ministro irlandês;é chamado;Taoiseach;1;0;0.0;unknown;;
Na constituição russa, o primeiro ministro é em a verdade intitulado Presidente de o governo, enquanto o primeiro ministro irlandês é chamado Taoiseach (que é traduzido para inglês como primeiro ministro), e em Israel ele é Rosh HaMemshalah, que significa chefe de o governo.;o primeiro ministro;é em;a verdade intitulado Presidente de o governo;1;0;0.0;unknown;;
O Exército Canadense é chefiado por o Comandante de o Exército Canadense e administrado por quatro divisões - a 2ª Divisão Canadense, a 3ª Divisão Canadense, a 4ª Divisão Canadense e a 5ª Divisão Canadense - o Sistema de Doutrina e Treinamento de o Exército Canadense e a Sede de o Exército Canadense.;O Exército Canadense;é;chefiado por o Comandante de o Exército Canadense;1;0;0.0;unknown;;
O Exército Canadense é chefiado por o Comandante de o Exército Canadense e administrado por quatro divisões - a 2ª Divisão Canadense, a 3ª Divisão Canadense, a 4ª Divisão Canadense e a 5ª Divisão Canadense - o Sistema de Doutrina e Treinamento de o Exército Canadense e a Sede de o Exército Canadense.;O Exército Canadense;é chefiado por;o Comandante de o Exército Canadense;1;0;0.0;unknown;;
Todas as ordens de implantação e disposição de tropas, incluindo declarações de guerra, se enquadram em a prerrogativa real e são emitidas como Ordens em o Conselho, que devem ser assinadas por o monarca ou por o governador geral.;Todas as ordens de implantação e disposição de tropas;se enquadram em;a prerrogativa real;1;1;;verb+obj;nsubj;obj
Todas as ordens de implantação e disposição de tropas, incluindo declarações de guerra, se enquadram em a prerrogativa real e são emitidas como Ordens em o Conselho, que devem ser assinadas por o monarca ou por o governador geral.;que;devem;assinadas;0;1;;verb+xcomp;nsubj:pass;xcomp
O Reitor de o Colégio de Cardeais, além de uma igreja titular, também recebe o bispado titular de Ostia, a principal sede de o subúrbio.;O Reitor de o Colégio de Cardeais;recebe;o bispado titular de Ostia a principal sede de o subúrbio;0;1;;verb+obj;nsubj;obj
O Reitor de o Colégio de Cardeais, além de uma igreja titular, também recebe o bispado titular de Ostia, a principal sede de o subúrbio.;O Reitor de o Colégio de Cardeais;recebe;o bispado titular de Ostia;1;0;0.0;unknown;;
O Reitor de o Colégio de Cardeais, além de uma igreja titular, também recebe o bispado titular de Ostia, a principal sede de o subúrbio.;O Reitor de o Colégio de Cardeais;também recebe;o bispado titular de Ostia;1;0;0.0;unknown;;
Uma vela de cera produz cerca de 13 lúmens, uma lâmpada incandescente de 60 watts produz cerca de 700 lúmens e uma lâmpada fluorescente compacta de 15 watts produz cerca de 800 lúmens, mas a produção real varia conforme o projeto específico.;Uma vela de cera;produz;13 lúmens;0;1;;verb+obj;nsubj;obj
Uma vela de cera produz cerca de 13 lúmens, uma lâmpada incandescente de 60 watts produz cerca de 700 lúmens e uma lâmpada fluorescente compacta de 15 watts produz cerca de 800 lúmens, mas a produção real varia conforme o projeto específico.;uma lâmpada incandescente de 60 watts;produz;700 lúmens;0;1;;verb+obj;nsubj;obj
Uma vela de cera produz cerca de 13 lúmens, uma lâmpada incandescente de 60 watts produz cerca de 700 lúmens e uma lâmpada fluorescente compacta de 15 watts produz cerca de 800 lúmens, mas a produção real varia conforme o projeto específico.;uma lâmpada fluorescente compacta de 15 watts;produz;800 lúmens;0;1;;verb+obj;nsubj;obj
Uma vela de cera produz cerca de 13 lúmens, uma lâmpada incandescente de 60 watts produz cerca de 700 lúmens e uma lâmpada fluorescente compacta de 15 watts produz cerca de 800 lúmens, mas a produção real varia conforme o projeto específico.;Uma vela de cera;produz;cerca de 13 lúmens;1;0;0.0;unknown;;
Uma vela de cera produz cerca de 13 lúmens, uma lâmpada incandescente de 60 watts produz cerca de 700 lúmens e uma lâmpada fluorescente compacta de 15 watts produz cerca de 800 lúmens, mas a produção real varia conforme o projeto específico.;uma lâmpada incandescente de 60 watts;produz;cerca de 700 lúmens;1;0;0.0;unknown;;
Uma vela de cera produz cerca de 13 lúmens, uma lâmpada incandescente de 60 watts produz cerca de 700 lúmens e uma lâmpada fluorescente compacta de 15 watts produz cerca de 800 lúmens, mas a produção real varia conforme o projeto específico.;uma lâmpada fluorescente compacta de 15 watts;produz;cerca de 800 lúmens;1;0;0.0;unknown;;
Uma vela de cera produz cerca de 13 lúmens, uma lâmpada incandescente de 60 watts produz cerca de 700 lúmens e uma lâmpada fluorescente compacta de 15 watts produz cerca de 800 lúmens, mas a produção real varia conforme o projeto específico.;a produção real;varia conforme;o projeto específico;1;0;0.0;unknown;;
O Chefe de Justiça preside o Senado durante o julgamento de impeachment de um presidente.;O Chefe de Justiça;preside;o Senado;1;1;;verb+obj;nsubj;obj
O Chefe de Justiça preside o Senado durante o julgamento de impeachment de um presidente.;O Chefe de Justiça;preside;o Senado durante o julgamento de impeachment de um presidente;0;1;;verb+obj[+obl];nsubj;obj
O Chefe de Justiça preside o Senado durante o julgamento de impeachment de um presidente.;O Chefe de Justiça;preside durante;durante o julgamento de impeachment de um presidente;0;1;;verb+nary-split;nsubj;obl
Um exemplo de a segunda visão em nível estadual é encontrado em a visão de o Supremo Tribunal de a Flórida, que apenas o Supremo Tribunal de a Flórida pode licenciar e regular advogados que comparecem perante os tribunais de a Flórida, e somente o Supremo Tribunal de a Flórida pode definir regras para procedimentos em os tribunais de a Flórida.;Um exemplo de a segunda visão em nível estadual;é encontrado em;a visão de o Supremo Tribunal de a Flórida;1;1;;aux:pass;nsubj:pass;obl
Um exemplo de a segunda visão em nível estadual é encontrado em a visão de o Supremo Tribunal de a Flórida, que apenas o Supremo Tribunal de a Flórida pode licenciar e regular advogados que comparecem perante os tribunais de a Flórida, e somente o Supremo Tribunal de a Flórida pode definir regras para procedimentos em os tribunais de a Flórida.;o Supremo Tribunal de a Flórida;pode definir;regras para procedimentos em os tribunais de a Flórida;1;1;;modal+verb;nsubj;obj
Um exemplo de a segunda visão em nível estadual é encontrado em a visão de o Supremo Tribunal de a Flórida, que apenas o Supremo Tribunal de a Flórida pode licenciar e regular advogados que comparecem perante os tribunais de a Flórida, e somente o Supremo Tribunal de a Flórida pode definir regras para procedimentos em os tribunais de a Flórida.;Um exemplo de a segunda visão em nível estadual;é encontrado em;a visão de o Supremo Tribunal de a Flórida;1;1;;verb+obl;nsubj:pass;obl
Um exemplo de a segunda visão em nível estadual é encontrado em a visão de o Supremo Tribunal de a Flórida, que apenas o Supremo Tribunal de a Flórida pode licenciar e regular advogados que comparecem perante os tribunais de a Flórida, e somente o Supremo Tribunal de a Flórida pode definir regras para procedimentos em os tribunais de a Flórida.;que;pode;licenciar;0;1;;verb+xcomp;nsubj;xcomp
Um exemplo de a segunda visão em nível estadual é encontrado em a visão de o Supremo Tribunal de a Flórida, que apenas o Supremo Tribunal de a Flórida pode licenciar e regular advogados que comparecem perante os tribunais de a Flórida, e somente o Supremo Tribunal de a Flórida pode definir regras para procedimentos em os tribunais de a Flórida.;o Supremo Tribunal de a Flórida;pode;somente definir regras;0;1;;verb+xcomp;nsubj;xcomp
Um exemplo de a segunda visão em nível estadual é encontrado em a visão de o Supremo Tribunal de a Flórida, que apenas o Supremo Tribunal de a Flórida pode licenciar e regular advogados que comparecem perante os tribunais de a Flórida, e somente o Supremo Tribunal de a Flórida pode definir regras para procedimentos em os tribunais de a Flórida.;o Supremo Tribunal de a Flórida;pode;licenciar e regular advogados;1;0;0.0;unknown;;
Um exemplo de a segunda visão em nível estadual é encontrado em a visão de o Supremo Tribunal de a Flórida, que apenas o Supremo Tribunal de a Flórida pode licenciar e regular advogados que comparecem perante os tribunais de a Flórida, e somente o Supremo Tribunal de a Flórida pode definir regras para procedimentos em os tribunais de a Flórida.;o Supremo Tribunal de a Flórida;pode licenciar e regular;advogados;1;0;0.0;unknown;;
Um exemplo de a segunda visão em nível estadual é encontrado em a visão de o Supremo Tribunal de a Flórida, que apenas o Supremo Tribunal de a Flórida pode licenciar e regular advogados que comparecem perante os tribunais de a Flórida, e somente o Supremo Tribunal de a Flórida pode definir regras para procedimentos em os tribunais de a Flórida.;apenas o Supremo Tribunal de a Flórida;pode licenciar e regular;advogados;1;0;0.0;unknown;;
Um exemplo de a segunda visão em nível estadual é encontrado em a visão de o Supremo Tribunal de a Flórida, que apenas o Supremo Tribunal de a Flórida pode licenciar e regular advogados que comparecem perante os tribunais de a Flórida, e somente o Supremo Tribunal de a Flórida pode definir regras para procedimentos em os tribunais de a Flórida.;o Supremo Tribunal de a Flórida;pode;definir regras para procedimentos em os tribunais de a Flórida;1;0;0.0;unknown;;
Um exemplo de a segunda visão em nível estadual é encontrado em a visão de o Supremo Tribunal de a Flórida, que apenas o Supremo Tribunal de a Flórida pode licenciar e regular advogados que comparecem perante os tribunais de a Flórida, e somente o Supremo Tribunal de a Flórida pode definir regras para procedimentos em os tribunais de a Flórida.;o Supremo Tribunal de a Flórida;pode definir regras para;procedimentos em os tribunais de a Flórida;1;0;0.0;unknown;;
Um exemplo de a segunda visão em nível estadual é encontrado em a visão de o Supremo Tribunal de a Flórida, que apenas o Supremo Tribunal de a Flórida pode licenciar e regular advogados que comparecem perante os tribunais de a Flórida, e somente o Supremo Tribunal de a Flórida pode definir regras para procedimentos em os tribunais de a Flórida.;somente o Supremo Tribunal de a Flórida;pode definir regras para;procedimentos em os tribunais de a Flórida;1;0;0.0;unknown;;
Um exemplo de a segunda visão em nível estadual é encontrado em a visão de o Supremo Tribunal de a Flórida, que apenas o Supremo Tribunal de a Flórida pode licenciar e regular advogados que comparecem perante os tribunais de a Flórida, e somente o Supremo Tribunal de a Flórida pode definir regras para procedimentos em os tribunais de a Flórida.;Um exemplo de a segunda visão em nível estadual;é;encontrado em a visão de o Supremo Tribunal de a Flórida;1;0;0.0;unknown;;
Para satisfazer o ethos contemporâneo, um edifício deve ser construído de uma maneira ambientalmente amigável em termos de produção de seus materiais, seu impacto em o ambiente natural e construído de a área circundante e as demandas que ele faz sobre fontes de energia não sustentáveis para aquecimento, refrigeração, gerenciamento de água e resíduos e iluminação.;um edifício;deve construído de;uma maneira amigável em termos de produção de seus materiais seu impacto em o ambiente natural e construído e as demandas;0;1;;modal+verb;nsubj:pass;obl
Para satisfazer o ethos contemporâneo, um edifício deve ser construído de uma maneira ambientalmente amigável em termos de produção de seus materiais, seu impacto em o ambiente natural e construído de a área circundante e as demandas que ele faz sobre fontes de energia não sustentáveis para aquecimento, refrigeração, gerenciamento de água e resíduos e iluminação.;um edifício;deve;construído de uma maneira ambientalmente amigável;0;1;;verb+xcomp;nsubj:pass;xcomp
Para satisfazer o ethos contemporâneo, um edifício deve ser construído de uma maneira ambientalmente amigável em termos de produção de seus materiais, seu impacto em o ambiente natural e construído de a área circundante e as demandas que ele faz sobre fontes de energia não sustentáveis para aquecimento, refrigeração, gerenciamento de água e resíduos e iluminação.;um edifício;deve ser construído de;maneira ambientalmente amigável;1;0;0.0;unknown;;
Uma estrutura grande não pode mais ser o design de uma pessoa, mas deve ser o trabalho de muitos.;Uma estrutura grande;pode;não mais o design;0;1;;verb+xcomp;nsubj;xcomp
Uma estrutura grande não pode mais ser o design de uma pessoa, mas deve ser o trabalho de muitos.;Uma estrutura grande;não pode;mais ser o design de uma pessoa;1;0;0.0;unknown;;
Uma estrutura grande não pode mais ser o design de uma pessoa, mas deve ser o trabalho de muitos.;Uma estrutura grande;não pode mais ser;o design de uma pessoa;1;0;0.0;unknown;;
Devido a um excedente em a produção, a economia começou a se expandir, resultando em urbanização, criando áreas urbanas que cresceram e evoluíram muito rapidamente em alguns casos, como o de Çatal Höyük em a Anatólia e o Mohenjo Daro de a civilização de o vale de o Indo em o Paquistão atual.;a economia;começou;a expandir;0;1;;verb+xcomp;nsubj;xcomp
Devido a um excedente em a produção, a economia começou a se expandir, resultando em urbanização, criando áreas urbanas que cresceram e evoluíram muito rapidamente em alguns casos, como o de Çatal Höyük em a Anatólia e o Mohenjo Daro de a civilização de o vale de o Indo em o Paquistão atual.;a economia;começou a;se expandir;1;0;0.0;unknown;;
Como uma divisão dentro de a BBC, a Televisão era conhecida como BBC Vision por alguns anos em o início de o século 21, até que seu nome voltou a a Televisão em 2013.;a Televisão;era;conhecida como BBC Vision;1;0;0.0;unknown;;
Como uma divisão dentro de a BBC, a Televisão era conhecida como BBC Vision por alguns anos em o início de o século 21, até que seu nome voltou a a Televisão em 2013.;a Televisão;era conhecida como;BBC Vision;1;0;0.0;unknown;;
O professor de direito de a Universidade Columbia, Michael Dorf, observou que o possível processo de Schwarzenegger poderia finalmente lhe conceder o direito de concorrer a o cargo, observando A lei é muito clara, mas não é 100 % claro que os tribunais aplicariam essa lei em vez de deixá-la em liberdade.;os tribunais;aplicariam;essa lei;0;1;;verb+obj;nsubj;obj
O professor de direito de a Universidade Columbia, Michael Dorf, observou que o possível processo de Schwarzenegger poderia finalmente lhe conceder o direito de concorrer a o cargo, observando A lei é muito clara, mas não é 100 % claro que os tribunais aplicariam essa lei em vez de deixá-la em liberdade.;A lei;é;clara;0;1;;cop;nsubj;ccomp
O professor de direito de a Universidade Columbia, Michael Dorf, observou que o possível processo de Schwarzenegger poderia finalmente lhe conceder o direito de concorrer a o cargo, observando A lei é muito clara, mas não é 100 % claro que os tribunais aplicariam essa lei em vez de deixá-la em liberdade.;o possível processo de Schwarzenegger;poderia conceder;o direito;0;1;;modal+verb;nsubj;obj
O professor de direito de a Universidade Columbia, Michael Dorf, observou que o possível processo de Schwarzenegger poderia finalmente lhe conceder o direito de concorrer a o cargo, observando A lei é muito clara, mas não é 100 % claro que os tribunais aplicariam essa lei em vez de deixá-la em liberdade.;O professor de direito de a Universidade Columbia;observou;que o possível processo poderia finalmente lhe conceder o direito;0;1;;verb+ccomp;nsubj;ccomp
O professor de direito de a Universidade Columbia, Michael Dorf, observou que o possível processo de Schwarzenegger poderia finalmente lhe conceder o direito de concorrer a o cargo, observando A lei é muito clara, mas não é 100 % claro que os tribunais aplicariam essa lei em vez de deixá-la em liberdade.;o possível processo de Schwarzenegger;poderia;que finalmente lhe conceder o direito;0;1;;verb+xcomp;nsubj;xcomp
O professor de direito de a Universidade Columbia, Michael Dorf, observou que o possível processo de Schwarzenegger poderia finalmente lhe conceder o direito de concorrer a o cargo, observando A lei é muito clara, mas não é 100 % claro que os tribunais aplicariam essa lei em vez de deixá-la em liberdade.;o possível processo de Schwarzenegger;poderia;finalmente lhe conceder o direito de concorrer a o cargo;1;0;0.0;unknown;;
O professor de direito de a Universidade Columbia, Michael Dorf, observou que o possível processo de Schwarzenegger poderia finalmente lhe conceder o direito de concorrer a o cargo, observando A lei é muito clara, mas não é 100 % claro que os tribunais aplicariam essa lei em vez de deixá-la em liberdade.;o possível processo de Schwarzenegger;poderia finalmente lhe conceder;o direito de concorrer a o cargo;1;0;0.0;unknown;;
Schwarzenegger conheceu Maria Shriver em o torneio de tênis Robert F. Kennedy, em agosto de 1977, e teve um relacionamento com as duas mulheres até agosto de 1978, quando Moray (que conhecia seu relacionamento com Shriver) emitiu um ultimato.;Schwarzenegger;conheceu;Maria Shriver;1;1;;verb+obj;nsubj;obj
Schwarzenegger conheceu Maria Shriver em o torneio de tênis Robert F. Kennedy, em agosto de 1977, e teve um relacionamento com as duas mulheres até agosto de 1978, quando Moray (que conhecia seu relacionamento com Shriver) emitiu um ultimato.;Moray;emitiu;um ultimato;1;1;;verb+obj;nsubj;obj
Schwarzenegger conheceu Maria Shriver em o torneio de tênis Robert F. Kennedy, em agosto de 1977, e teve um relacionamento com as duas mulheres até agosto de 1978, quando Moray (que conhecia seu relacionamento com Shriver) emitiu um ultimato.;Schwarzenegger;conheceu;Maria Shriver em o torneio de tênis Robert F. Kennedy;1;1;;verb+obj[+obl];nsubj;obj
Schwarzenegger conheceu Maria Shriver em o torneio de tênis Robert F. Kennedy, em agosto de 1977, e teve um relacionamento com as duas mulheres até agosto de 1978, quando Moray (que conhecia seu relacionamento com Shriver) emitiu um ultimato.;Schwarzenegger;teve;um relacionamento com as duas mulheres até agosto de 1978;0;1;;verb+obj[conj];nsubj;obj
Schwarzenegger conheceu Maria Shriver em o torneio de tênis Robert F. Kennedy, em agosto de 1977, e teve um relacionamento com as duas mulheres até agosto de 1978, quando Moray (que conhecia seu relacionamento com Shriver) emitiu um ultimato.;Schwarzenegger;conheceu em;em o torneio de tênis;0;1;;verb+nary-split;nsubj;obl
Schwarzenegger conheceu Maria Shriver em o torneio de tênis Robert F. Kennedy, em agosto de 1977, e teve um relacionamento com as duas mulheres até agosto de 1978, quando Moray (que conhecia seu relacionamento com Shriver) emitiu um ultimato.;Schwarzenegger;conheceu em;em agosto de 1977;0;1;;verb+nary-split;nsubj;obl
Schwarzenegger conheceu Maria Shriver em o torneio de tênis Robert F. Kennedy, em agosto de 1977, e teve um relacionamento com as duas mulheres até agosto de 1978, quando Moray (que conhecia seu relacionamento com Shriver) emitiu um ultimato.;Schwarzenegger;conheceu Maria Shriver em;o torneio de tênis Robert F. Kennedy;1;0;0.0;unknown;;
Em 1620, os Padres Peregrinos partiram de Plymouth para o Novo Mundo e estabeleceram a Colônia de Plymouth - o segundo assentamento inglês em o que é hoje os Estados Unidos de a América.;os Padres Peregrinos;partiram de;Plymouth;0;1;;verb+obj;nsubj;obj
Em 1620, os Padres Peregrinos partiram de Plymouth para o Novo Mundo e estabeleceram a Colônia de Plymouth - o segundo assentamento inglês em o que é hoje os Estados Unidos de a América.;os Padres Peregrinos;partiram de;Plymouth para o Novo Mundo;1;1;;verb+obj[+obl];nsubj;obj
Em 1620, os Padres Peregrinos partiram de Plymouth para o Novo Mundo e estabeleceram a Colônia de Plymouth - o segundo assentamento inglês em o que é hoje os Estados Unidos de a América.;os Padres Peregrinos;estabeleceram;a Colônia de Plymouth o segundo assentamento inglês em o que;0;1;;verb+obj[conj];nsubj;obj
Em 1620, os Padres Peregrinos partiram de Plymouth para o Novo Mundo e estabeleceram a Colônia de Plymouth - o segundo assentamento inglês em o que é hoje os Estados Unidos de a América.;os Padres Peregrinos;partiram para;para o Novo Mundo;0;1;;verb+nary-split;nsubj;obl
Em 1620, os Padres Peregrinos partiram de Plymouth para o Novo Mundo e estabeleceram a Colônia de Plymouth - o segundo assentamento inglês em o que é hoje os Estados Unidos de a América.;os Padres Peregrinos;partiram de Plymouth para;o Novo Mundo;1;0;0.0;unknown;;
No entanto, a FlyPlymouth planeja reabrir o aeroporto de a cidade até 2018, que fornecerá serviços diários para vários destinos, incluindo Londres.;a FlyPlymouth;planeja;reabrir o aeroporto até 2018;0;1;;verb+xcomp;nsubj;xcomp
No entanto, a FlyPlymouth planeja reabrir o aeroporto de a cidade até 2018, que fornecerá serviços diários para vários destinos, incluindo Londres.;a FlyPlymouth;planeja;reabrir o aeroporto de a cidade até 2018;1;0;0.0;unknown;;
Como os americanos tinham uma força aérea muito maior que a União Soviética e os Estados Unidos mantinham bases aéreas avançadas perto de o território soviético, em 1947 Stalin ordenou o desenvolvimento de mísseis balísticos intercontinentais (ICBMs) para combater a ameaça americana percebida.;os americanos;tinham;uma força aérea maior;0;1;;verb+obj;nsubj;obj
Como os americanos tinham uma força aérea muito maior que a União Soviética e os Estados Unidos mantinham bases aéreas avançadas perto de o território soviético, em 1947 Stalin ordenou o desenvolvimento de mísseis balísticos intercontinentais (ICBMs) para combater a ameaça americana percebida.;a União Soviética e os Estados Unidos;mantinham;bases aéreas;0;1;;verb+obj;nsubj;obj
Como os americanos tinham uma força aérea muito maior que a União Soviética e os Estados Unidos mantinham bases aéreas avançadas perto de o território soviético, em 1947 Stalin ordenou o desenvolvimento de mísseis balísticos intercontinentais (ICBMs) para combater a ameaça americana percebida.;Stalin;ordenou;o desenvolvimento de mísseis balísticos intercontinentais ICBMs;0;1;;verb+obj;nsubj;obj
Como os americanos tinham uma força aérea muito maior que a União Soviética e os Estados Unidos mantinham bases aéreas avançadas perto de o território soviético, em 1947 Stalin ordenou o desenvolvimento de mísseis balísticos intercontinentais (ICBMs) para combater a ameaça americana percebida.;os Estados Unidos;mantinham;bases aéreas avançadas perto de o território soviético;1;0;0.0;unknown;;
Uma torneira de cervejaria é a saída mais próxima para as cervejas de uma cervejaria.;Uma torneira de cervejaria;é;saída;0;1;;cop;nsubj;root
Uma torneira de cervejaria é a saída mais próxima para as cervejas de uma cervejaria.;Uma torneira de cervejaria;é;a saída próxima;0;1;;cop;nsubj;root
Uma torneira de cervejaria é a saída mais próxima para as cervejas de uma cervejaria.;Uma torneira de cervejaria;é;a saída mais próxima para as cervejas de uma cervejaria;1;0;0.0;unknown;;
A CAMRA mantém um Inventário Nacional de notabilidade histórica e de bares arquitetônicos e decorativos.;A CAMRA;mantém;um Inventário Nacional de notabilidade histórica e de bares arquitetônicos e decorativos;1;1;;verb+obj;nsubj;obj
A CAMRA mantém um Inventário Nacional de notabilidade histórica e de bares arquitetônicos e decorativos.;A CAMRA;mantém;um Inventário Nacional de notabilidade histórica;1;0;0.0;unknown;;
O pub mais alto de o Reino Unido é o Tan Hill Inn, Yorkshire, a 528 m acima de o nível de o mar.;O pub alto de o Reino Unido;é;Tan;0;1;;cop;nsubj;root
O pub mais alto de o Reino Unido é o Tan Hill Inn, Yorkshire, a 528 m acima de o nível de o mar.;O pub alto de o Reino Unido;é;o Tan Hill Inn m;0;1;;cop;nsubj;root
O pub mais alto de o Reino Unido é o Tan Hill Inn, Yorkshire, a 528 m acima de o nível de o mar.;O pub mais alto de o Reino Unido;é;o Tan Hill Inn;1;0;0.0;unknown;;
O executivo de a RCA Victor Records, Ted Wallerstein, convenceu o chefe de a CBS William S. Paley a comprar a ARC e Paley fez de Wallerstein o chefe de a recém-adquirida gravadora.;O executivo de a RCA;convenceu;o chefe de a CBS William S. Paley;0;1;;verb+obj;nsubj;obj
O executivo de a RCA Victor Records, Ted Wallerstein, convenceu o chefe de a CBS William S. Paley a comprar a ARC e Paley fez de Wallerstein o chefe de a recém-adquirida gravadora.;Paley;fez;o chefe de a recém-adquirida gravadora;0;1;;verb+obj;nsubj;obj
O executivo de a RCA Victor Records, Ted Wallerstein, convenceu o chefe de a CBS William S. Paley a comprar a ARC e Paley fez de Wallerstein o chefe de a recém-adquirida gravadora.;Paley;fez de;Wallerstein o chefe de a recém-adquirida gravadora;1;0;0.0;unknown;;
O executivo de a RCA Victor Records, Ted Wallerstein, convenceu o chefe de a CBS William S. Paley a comprar a ARC e Paley fez de Wallerstein o chefe de a recém-adquirida gravadora.;Paley;fez de Wallerstein;o chefe de a recém-adquirida gravadora;1;0;0.0;unknown;;
Os procariontes (bactérias e arquéias) normalmente armazenam seus genomas em um único cromossomo circular grande.;Os procariontes;armazenam;seus genomas;0;1;;verb+obj;nsubj;obj
Os procariontes (bactérias e arquéias) normalmente armazenam seus genomas em um único cromossomo circular grande.;Os procariontes;armazenam;seus genomas em um único cromossomo circular grande;1;1;;verb+obj[+obl];nsubj;obj
Os procariontes (bactérias e arquéias) normalmente armazenam seus genomas em um único cromossomo circular grande.;Os procariontes;armazenam em;em um único cromossomo circular grande;0;1;;verb+nary-split;nsubj;obl
Os procariontes (bactérias e arquéias) normalmente armazenam seus genomas em um único cromossomo circular grande.;Os procariontes;normalmente armazenam;seus genomas em um único cromossomo circular grande;1;0;0.0;unknown;;
A ABC vendeu sua divisão de discos para a MCA Records em 1979 e, em 1986, a empresa controladora de a NBC, RCA, foi vendida para a General Electric, que depois vendeu todas as outras unidades de a RCA, incluindo a divisão de discos (que foi comprada por a Ariola Records, mais tarde conhecida como BMG).;A ABC;vendeu;sua divisão de discos;1;1;;verb+obj;nsubj;obj
A ABC vendeu sua divisão de discos para a MCA Records em 1979 e, em 1986, a empresa controladora de a NBC, RCA, foi vendida para a General Electric, que depois vendeu todas as outras unidades de a RCA, incluindo a divisão de discos (que foi comprada por a Ariola Records, mais tarde conhecida como BMG).;A ABC;vendeu;sua divisão de discos para a MCA Records;1;1;;verb+obj[+obl];nsubj;obj
A ABC vendeu sua divisão de discos para a MCA Records em 1979 e, em 1986, a empresa controladora de a NBC, RCA, foi vendida para a General Electric, que depois vendeu todas as outras unidades de a RCA, incluindo a divisão de discos (que foi comprada por a Ariola Records, mais tarde conhecida como BMG).;a empresa controladora de a NBC;em foi vendida;1986;0;1;;aux:pass;nsubj:pass;obl
A ABC vendeu sua divisão de discos para a MCA Records em 1979 e, em 1986, a empresa controladora de a NBC, RCA, foi vendida para a General Electric, que depois vendeu todas as outras unidades de a RCA, incluindo a divisão de discos (que foi comprada por a Ariola Records, mais tarde conhecida como BMG).;a empresa controladora de a NBC;foi vendida para;a General Electric;0;1;;verb+obl;nsubj:pass;obl
A ABC vendeu sua divisão de discos para a MCA Records em 1979 e, em 1986, a empresa controladora de a NBC, RCA, foi vendida para a General Electric, que depois vendeu todas as outras unidades de a RCA, incluindo a divisão de discos (que foi comprada por a Ariola Records, mais tarde conhecida como BMG).;A ABC;vendeu para;para a MCA Records;0;1;;verb+nary-split;nsubj;obl
A ABC vendeu sua divisão de discos para a MCA Records em 1979 e, em 1986, a empresa controladora de a NBC, RCA, foi vendida para a General Electric, que depois vendeu todas as outras unidades de a RCA, incluindo a divisão de discos (que foi comprada por a Ariola Records, mais tarde conhecida como BMG).;A ABC;vendeu em;em 1979;0;1;;verb+nary-split;nsubj;obl
A ABC vendeu sua divisão de discos para a MCA Records em 1979 e, em 1986, a empresa controladora de a NBC, RCA, foi vendida para a General Electric, que depois vendeu todas as outras unidades de a RCA, incluindo a divisão de discos (que foi comprada por a Ariola Records, mais tarde conhecida como BMG).;a empresa controladora de a NBC;foi vendida para;a General Electric;0;1;;verb+nary-split;nsubj:pass;obl
A ABC vendeu sua divisão de discos para a MCA Records em 1979 e, em 1986, a empresa controladora de a NBC, RCA, foi vendida para a General Electric, que depois vendeu todas as outras unidades de a RCA, incluindo a divisão de discos (que foi comprada por a Ariola Records, mais tarde conhecida como BMG).;A ABC;vendeu sua divisão de discos para;a MCA Records;1;0;0.0;unknown;;
A Universidade Nazarena de o Sul, fundada por a Igreja de o Nazareno, é uma universidade localizada em o subúrbio de Betânia, cercada pelos limites de a cidade de Oklahoma City.;A Universidade Nazarena de o Sul;é;universidade;0;1;;cop;nsubj;root
A Universidade Nazarena de o Sul, fundada por a Igreja de o Nazareno, é uma universidade localizada em o subúrbio de Betânia, cercada pelos limites de a cidade de Oklahoma City.;A Universidade Nazarena de o Sul;é;uma universidade localizada em o subúrbio de Betânia;1;0;0.0;unknown;;
